date,callsource,nature,street
12/13/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,WAVERDALE CT
12/13/2023,PHONE,BURGLARY,S BELKNAP ST
12/13/2023,PHONE,ALARM BURGLAR,CANNON LN
12/13/2023,SELF,DISABLED VEHICLE,N GRAND PKWY
12/13/2023,PHONE,PROPERTY LOST RECOVERED,TELFAIR AVE/KEMPTON AVE
12/13/2023,PHONE,TRAFFIC HAZ PROB DIRECT RELAT,JOURDAN WAY
12/13/2023,PHONE,WELFARE CONCERN,BARNHILL LN
12/13/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,W PARK ST
12/13/2023,W911,MINOR ACCIDENT,S SH 6/KENSINGTON DR
12/13/2023,PHONE,ALARM BURGLAR,RAGUS LAKE DR
12/13/2023,W911,MENTAL HEALTH CONCERN,N SH 6
12/13/2023,PHONE,RECKLESS DRIVER CONDUCT,W AIRPORT BLVD/GILLINGHAM LN
12/13/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,WESCOTT AVE/NEW TERRITORY BLVD
12/13/2023,PHONE,MINOR ACCIDENT,N SOUTHWEST FWY
12/13/2023,PHONE,MINOR ACCIDENT,S TOWN CENTER BLVD
12/13/2023,PHONE,TRAFFIC HAZ PROB DIRECT RELAT,S SH 6/FIRST COLONY BLVD
12/13/2023,PHONE,ASSAULT,N SOUTHWEST FWY
12/13/2023,PHONE,ASSIST CITIZEN,N SH 6
12/13/2023,PHONE,WELFARE CONCERN,LUSSIER DR
12/13/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,N SOUTHWEST FWY
12/13/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,S SOUTHWEST FWY
12/13/2023,PHONE,MINOR ACCIDENT,S SOUTHWEST FWY/W US 90A
12/13/2023,W911,MINOR ACCIDENT,CHATHAM AVE/NEW TERRITORY BLVD
12/13/2023,SELF,MINOR ACCIDENT,N SH 6/KENSINGTON DR
12/13/2023,PHONE,MENTAL HEALTH CONCERN,GRANTS LAKE BLVD
12/13/2023,PHONE,DEATH INVESTIGATION,N SOUTHWEST FWY
12/13/2023,PHONE,RECKLESS DRIVER CONDUCT,N SH 6
12/13/2023,SELF,TRAFFIC STOP,MEADOW LAKES DR
12/13/2023,PHONE,TRAFFIC HAZ PROB DIRECT RELAT,FIRST COLONY BLVD
12/13/2023,PHONE,ALARM BURGLAR,N SOUTHWEST FWY
12/13/2023,SELF,TRAFFIC STOP,N SH 6
12/13/2023,PHONE,911 HANG UP,N SH 6
12/13/2023,PHONE,WARRANT SERVICE,S SH 6/DULLES AVE
12/13/2023,SELF,TRAFFIC STOP,N SH 6
12/13/2023,SELF,TRAFFIC STOP,N BRAZOS RIVER TURNAROUND
12/13/2023,SELF,TRAFFIC STOP,S SH 6
12/13/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD/WESCOTT AVE
12/13/2023,SELF,TRAFFIC STOP,N SH 6
12/13/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/13/2023,SELF,TRAFFIC STOP,S SH 6
12/13/2023,SELF,TRAFFIC STOP,S SH 6
12/13/2023,PHONE,TRESPASS,CIRCLE DR
12/13/2023,SELF,FOLLOW UP,N SOUTHWEST FWY
12/13/2023,PHONE,ALARM BURGLAR,GILLINGHAM LN
12/13/2023,SELF,TRAFFIC STOP,SWEETWATER BLVD
12/13/2023,SELF,TRAFFIC STOP,N US 59
12/13/2023,SELF,TRAFFIC STOP,S SH 6
12/13/2023,SELF,TRAFFIC STOP,N US 59 ON RAMP
12/13/2023,PHONE,ALARM BURGLAR,NEW TERRITORY BLVD
12/13/2023,SELF,TRAFFIC STOP,S SH 6
12/13/2023,SELF,TRAFFIC STOP,S US 59
12/13/2023,SELF,TRAFFIC STOP,N SH 6
12/13/2023,SELF,TRAFFIC STOP,SETTLERS WAY BLVD
12/13/2023,SELF,TRAFFIC STOP,N SH 6
12/13/2023,PHONE,RECKLESS DRIVER CONDUCT,MOORLAND CT
12/13/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,MEADOW LANDING LN
12/13/2023,PHONE,ALARM BURGLAR,S SH 6
12/13/2023,SELF,TRAFFIC STOP,SWEETWATER BLVD
12/13/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,S SH 6
12/13/2023,SELF,TRAFFIC STOP,N US 59
12/13/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD/N SH 6 FRONTAGE RD
12/13/2023,SELF,TRAFFIC STOP,DULLES AVE
12/13/2023,SELF,TRAFFIC STOP,S SH 6
12/13/2023,SELF,TRAFFIC STOP,N SH 6
12/13/2023,SELF,TRAFFIC STOP,S US 59
12/13/2023,PHONE,TRAFFIC HAZ PROB DIRECT RELAT,N US 59
12/13/2023,SELF,TRAFFIC STOP,E US 90A
12/14/2023,SELF,TRAFFIC STOP,FM 1464
12/14/2023,PHONE,ASSIST BY LAW,N US 59
12/14/2023,SELF,TRAFFIC STOP,E US 90A
12/14/2023,PHONE,ALARM BURGLAR,S SH 6
12/14/2023,PHONE,DISTURBANCE,HEARTH HOLLOW LN
12/14/2023,SELF,TRAFFIC STOP,ELDRIDGE RD
12/14/2023,SELF,TRAFFIC STOP,N SH 6
12/14/2023,PHONE,LOUD MUSIC NOISE,SUGAR LAKES DR
12/14/2023,SELF,TRAFFIC STOP,W US 90A
12/14/2023,SELF,VIOLATION CITY ORDINANCE,ELDRIDGE RD
12/14/2023,PHONE,LPR/PLATESCAN ALERT,S GRAND PKWY/RANSOM RD
12/14/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/14/2023,SELF,TRAFFIC STOP,W US 90A
12/14/2023,PHONE,PRISONER PROCESS,S SH 6
12/14/2023,SELF,TRAFFIC STOP,N SH 6
12/14/2023,SELF,TRAFFIC STOP,W US 90A
12/14/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/14/2023,SELF,ASSIST CITIZEN,BRISBANE CT
12/14/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/14/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/14/2023,SELF,TRAFFIC STOP,N SH 6
12/14/2023,SELF,TRAFFIC STOP,DULLES AVE
12/14/2023,SELF,TRAFFIC STOP,N SH 6/FIRST COLONY BLVD
12/14/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,E US 90A
12/14/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/14/2023,SELF,PRISONER PROCESS,S SH 6
12/14/2023,SELF,VIOLATION CITY ORDINANCE,N SH 6
12/14/2023,SELF,TRAFFIC STOP,S US 59
12/14/2023,SELF,TRAFFIC STOP,S US 59
12/14/2023,SELF,TRAFFIC STOP,E US 90A
12/14/2023,SELF,TRAFFIC STOP,N US 59
12/14/2023,SELF,TRAFFIC STOP,S US 59
12/14/2023,PHONE,ALARM BURGLAR,S SH 6
12/14/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,N SH 6
12/14/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,S SH 6 FRONTAGE RD
12/14/2023,PHONE,DISABLED VEHICLE,W US 90A/S SOUTHWEST FWY
12/14/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD
12/14/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/14/2023,PHONE,911 HANG UP,UNIVERSITY BLVD/S SH 6 FRONTAGE RD
12/14/2023,W911,BURGLARY,E US 90A
12/14/2023,PHONE,THEFT,CITY WALK
12/14/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/14/2023,PHONE,ALARM BURGLAR,GREATWOOD PKWY
12/14/2023,PHONE,ALARM BURGLAR,N SOUTHWEST FWY
12/14/2023,PHONE,RECKLESS DRIVER CONDUCT,E US 90A/N GRAND PKWY
12/14/2023,PHONE,TRAFFIC HAZ PROB DIRECT RELAT,S US 59
12/14/2023,SELF,TRAFFIC STOP,ELDRIDGE RD
12/14/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/14/2023,PHONE,ASSIST BY LAW,DAIRY ASHFORD RD/W BELLFORT AVE
12/14/2023,SELF,TRAFFIC STOP,DULLES AVE/BROADMOOR DR
12/14/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/14/2023,PHONE,RECKLESS DRIVER CONDUCT,CHATHAM AVE
12/14/2023,W911,RESIDENTIAL FIRE,CROSS TRAIL DR
12/14/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD
12/14/2023,PHONE,TRAFFIC HAZ PROB DIRECT RELAT,S US 59
12/14/2023,PHONE,WELFARE CONCERN,LAKEVIEW DR
12/14/2023,PHONE,ALARM BURGLAR,CONCHO RIVER CT
12/14/2023,W911,911 HANG UP,FRAMPTON LN
12/14/2023,SELF,TRAFFIC STOP,ADOBE TRAILS DR/HOMEWARD WAY
12/14/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,GRANTS LAKE BLVD
12/14/2023,PHONE,ASSIST CITIZEN,WEATHERSTONE CIR
12/14/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/14/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/14/2023,W911,TRAFFIC HAZ PROB DIRECT RELAT,N US 59
12/14/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,LONE STAR DR
12/14/2023,PHONE,ASSIST CITIZEN,CHANDLER CT
12/14/2023,SELF,TRAFFIC STOP,N SH 6
12/14/2023,PHONE,DISABLED VEHICLE,FIRST COLONY BLVD/S SH 6
12/14/2023,SELF,TRAFFIC STOP,WILLIAMS TRACE BLVD
12/14/2023,E911,911 HANG UP,GILLINGHAM LN
12/14/2023,PHONE,DISORDERLY CONDUCT,N SOUTHWEST FWY
12/14/2023,SELF,TRAFFIC STOP,WILLIAMS TRACE BLVD
12/14/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,S SH 6
12/14/2023,W911,MENTAL HEALTH CONCERN,GRASSY KNOLL CT
12/14/2023,PHONE,FRAUD,MANORWOOD ST
12/14/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/14/2023,PHONE,TRAFFIC HAZ PROB DIRECT RELAT,N US 59
12/14/2023,SELF,TRAFFIC STOP,ALSTON RD
12/14/2023,SELF,TRAFFIC STOP,N SH 6
12/14/2023,SELF,FOLLOW UP,GREEN BELT DR/BOURNEWOOD DR
12/14/2023,PHONE,ASSAULT,SANDY RIDGE CT
12/14/2023,SELF,PARKING VIOLATION,FIRST COLONY BLVD
12/14/2023,SELF,FOLLOW UP,S SOUTHWEST FWY
12/14/2023,SELF,TRAFFIC HAZ PROB DIRECT RELAT,S US 59 ON RAMP
12/14/2023,PHONE,DISABLED VEHICLE,WILLIAMS TRACE BLVD/LEXINGTON BLVD
12/14/2023,SELF,THEFT,SUGAR CREEK BLVD
12/14/2023,PHONE,911 HANG UP,NORTHWOODS DR
12/14/2023,PHONE,RECKLESS DRIVER CONDUCT,AUSTIN PKWY/LAKEFIELD BLVD
12/14/2023,SELF,TRAFFIC STOP,NANTUCKET DR
12/14/2023,PHONE,ALARM PANIC,LANDERS DR
12/14/2023,PHONE,ASSIST BY LAW,BURMESE LN
12/14/2023,PHONE,911 HANG UP,S SH 6
12/14/2023,SELF,TRAFFIC STOP,SUGAR LAKES DR
12/14/2023,SELF,TRAFFIC STOP,HOMEWARD WAY
12/14/2023,SELF,PRISONER PROCESS,S SH 6
12/14/2023,SELF,TRAFFIC STOP,S US 59
12/14/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,FERRY LANDING/WILLIAMS TRACE BLVD
12/14/2023,PHONE,MINOR ACCIDENT,N SOUTHWEST FWY
12/14/2023,SELF,TRAFFIC STOP,NEW TERRITORY BLVD
12/14/2023,SELF,PARKING VIOLATION,S SOUTHWEST FWY
12/14/2023,PHONE,ASSIST BY LAW,S GRAND PKWY/E US 90A
12/14/2023,SELF,TRAFFIC STOP,NEW TERRITORY BLVD
12/14/2023,SELF,CVE INSPECTION,FESTIVAL PARK RD
12/14/2023,PHONE,MINOR ACCIDENT,OAKLAND DR
12/14/2023,PHONE,WELFARE CONCERN,LONE STAR DR
12/14/2023,PHONE,THEFT,UNIVERSITY BLVD
12/14/2023,SELF,CVE INSPECTION,FESTIVAL BLVD
12/14/2023,RPTO,MINOR ACCIDENT,OAKLAND DR
12/14/2023,W911,MINOR ACCIDENT,UNIVERSITY BLVD
12/14/2023,W911,MINOR ACCIDENT,ELDRIDGE RD
12/14/2023,PHONE,LPR/PLATESCAN ALERT,S SH 6/N TOWN CENTER BLVD
12/14/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/14/2023,PHONE,MENTAL HEALTH CONCERN,COUNTRY BROOK CT
12/14/2023,SELF,FOLLOW UP,FM 723
12/14/2023,SELF,CVE INSPECTION,FESTIVAL PARK RD
12/14/2023,PHONE,LPR/PLATESCAN ALERT,RABBS CROSSING/GREATWOOD PKWY
12/14/2023,PHONE,ALARM BURGLAR,STRETFORD CT
12/14/2023,PHONE,MINOR ACCIDENT,S SH 6
12/14/2023,PHONE,ALARM BURGLAR,AZALEA TRAIL LN
12/14/2023,PHONE,MINOR ACCIDENT,UNIVERSITY BLVD
12/14/2023,PHONE,BURGLARY,JIM DAVIDSON DR
12/14/2023,WALK,THEFT,KYLE HILL LN
12/14/2023,PHONE,VIOLATION CITY ORDINANCE,COTTAGE GROVE CT/FLOWERING BROOK LN
12/14/2023,PHONE,ALARM BURGLAR,DAWNINGTON PL
12/14/2023,SELF,TRAFFIC STOP,E US 90A
12/14/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/14/2023,W911,911 HANG UP,ELDRIDGE RD
12/14/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/14/2023,PHONE,THEFT,N TOWN CENTER BLVD
12/14/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,S SH 6
12/14/2023,PHONE,PARKING VIOLATION,N SOUTHWEST FWY
12/14/2023,SELF,TRAFFIC STOP,E US 90A
12/14/2023,W911,911 HANG UP,CITY WALK
12/14/2023,PHONE,FRAUD,SANDPIPER DR
12/14/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/14/2023,SELF,TRAFFIC STOP,S US 59
12/14/2023,PHONE,911 HANG UP,OLD CROWN WAY
12/14/2023,SELF,TRAFFIC STOP,E MALL ACCESS RD
12/14/2023,SELF,TRAFFIC STOP,NEW TERRITORY BLVD
12/14/2023,SELF,TRAFFIC STOP,S US 59
12/14/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/14/2023,PHONE,DISABLED VEHICLE,S SOUTHWEST FWY/FIRST COLONY BLVD
12/14/2023,PHONE,CIVIL PROBLEM STANDBY,ORCHARD HILLS LN
12/14/2023,SELF,TRAFFIC STOP,N US 59
12/14/2023,SELF,TRAFFIC STOP,CENTRAL DR
12/14/2023,PHONE,CIVIL PROBLEM STANDBY,EMERALD GLEN DR
12/14/2023,PHONE,MINOR ACCIDENT,CITY WALK
12/14/2023,SELF,PARKING VIOLATION,S SOUTHWEST FWY
12/14/2023,SELF,DISABLED VEHICLE,UNIVERSITY BLVD/MEADOWCROFT BLVD
12/14/2023,SELF,TRAFFIC STOP,N US 59
12/14/2023,PHONE,ASSIST BY LAW,N US 59
12/14/2023,PHONE,MINOR ACCIDENT,S SOUTHWEST FWY
12/14/2023,PHONE,RECKLESS DRIVER CONDUCT,COLONIST PARK DR
12/14/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,S SOUTHWEST FWY
12/14/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD/COMMONWEALTH BLVD
12/14/2023,PHONE,TRAFFIC HAZ PROB DIRECT RELAT,S SH 6
12/14/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/14/2023,PHONE,BURGLARY,N SOUTHWEST FWY
12/14/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/14/2023,PHONE,MINOR ACCIDENT,S US 59
12/14/2023,PHONE,THEFT,N SOUTHWEST FWY
12/14/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD/MONARCH DR
12/14/2023,PHONE,THREAT TERRORISTIC,PINEWOOD CT
12/14/2023,SELF,TRAFFIC STOP,N SH 6
12/14/2023,WALK,CIVIL PROBLEM STANDBY,S SH 6
12/14/2023,PHONE,WELFARE CONCERN,COUNTRY CLUB BLVD
12/14/2023,PHONE,WELFARE CONCERN,ELDRIDGE RD
12/14/2023,PHONE,MINOR ACCIDENT,N SOUTHWEST FWY/S SH 6
12/14/2023,PHONE,DISABLED VEHICLE,N SOUTHWEST FWY/S SH 6
12/14/2023,PHONE,MINOR ACCIDENT,S SOUTHWEST FWY/N GRAND PKWY
12/14/2023,SELF,FOLLOW UP,
12/14/2023,PHONE,DEATH INVESTIGATION,S GRAND PKWY
12/14/2023,PHONE,ALARM PANIC,S SOUTHWEST FWY
12/14/2023,SELF,TRAFFIC STOP,N GRAND PKWY
12/14/2023,SELF,TRAFFIC STOP,S SH 6
12/14/2023,SELF,DISABLED VEHICLE,UNIVERSITY BLVD/CHATHAM AVE
12/14/2023,PHONE,MINOR ACCIDENT,N SH 6
12/14/2023,PHONE,MINOR ACCIDENT,N SH 6/HULL RD
12/14/2023,PHONE,RECKLESS DRIVER CONDUCT,N US 59
12/14/2023,PHONE,ALARM BURGLAR,REED RD
12/14/2023,PHONE,ALARM BURGLAR,N SOUTHWEST FWY
12/14/2023,PHONE,CIVIL PROBLEM STANDBY,BOX BLUFF CT
12/14/2023,PHONE,ACCIDENT MAJOR,S SH 6
12/14/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/14/2023,SELF,TRAFFIC HAZ PROB DIRECT RELAT,LEXINGTON BLVD/WILLIAMS TRACE BLVD
12/14/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/14/2023,PHONE,911 HANG UP,FIRST COLONY BLVD
12/14/2023,PHONE,DISABLED VEHICLE,E RIVERPARK DR
12/14/2023,PHONE,911 HANG UP,WOOD ST
12/14/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/14/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,ALAMO AVE
12/14/2023,PHONE,MINOR ACCIDENT,S SOUTHWEST FWY
12/14/2023,PHONE,MINOR ACCIDENT,S SH 6 FRONTAGE RD/W US 90A
12/14/2023,SELF,TRAFFIC STOP,S SH 6
12/14/2023,PHONE,ALARM BURGLAR,S SOUTHWEST FWY
12/14/2023,PHONE,ABANDONED VEHICLE,SETTLERS WAY BLVD
12/14/2023,PHONE,CRIMINAL MISCHIEF,FLUOR DANIEL DR
12/14/2023,PHONE,WELFARE CONCERN,SUNSET CLIFF CT
12/14/2023,PHONE,WELFARE CONCERN,W US 90A/BROOKS ST
12/14/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,FIRST CROSSING BLVD
12/14/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/14/2023,SELF,DISABLED VEHICLE,FIRST COLONY BLVD
12/14/2023,PHONE,WELFARE CONCERN,NEW TERRITORY BLVD
12/14/2023,PHONE,911 HANG UP,RAINTREE CIR
12/14/2023,PHONE,ALARM BURGLAR,TERSCOTT CT
12/14/2023,SELF,TRAFFIC STOP,S SH 6/WILLIAMS TRACE BLVD
12/14/2023,SELF,TRAFFIC STOP,N SH 6
12/14/2023,SELF,TRAFFIC STOP,E US 90A
12/14/2023,SELF,TRAFFIC STOP,N SH 6
12/14/2023,SELF,TRAFFIC STOP,N SH 6
12/14/2023,PHONE,MINOR ACCIDENT,SWEET RETREAT LN
12/14/2023,SELF,TRAFFIC STOP,N TOWN CENTER BLVD
12/14/2023,SELF,TRAFFIC STOP,N SH 6
12/14/2023,SELF,TRAFFIC STOP,W US 90A
12/14/2023,SELF,TRAFFIC STOP,N SH 6
12/14/2023,SELF,TRAFFIC STOP,N SH 6
12/14/2023,SELF,TRAFFIC STOP,S SH 6 FRONTAGE RD
12/14/2023,SELF,TRAFFIC STOP,LEXINGTON BLVD
12/14/2023,SELF,TRAFFIC STOP,S SH 6
12/14/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY/E US 90A
12/14/2023,SELF,TRAFFIC STOP,S SH 6
12/14/2023,SELF,TRAFFIC STOP,S SH 6
12/14/2023,SELF,TRAFFIC STOP,S US 59
12/14/2023,SELF,TRAFFIC STOP,N SH 6
12/14/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,S SOUTHWEST FWY
12/14/2023,SELF,TRAFFIC STOP,S SH 6
12/14/2023,PHONE,911 HANG UP,MEADOW LAKES DR
12/14/2023,SELF,TRAFFIC STOP,N SH 6/SETTLERS WAY BLVD
12/14/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,N SOUTHWEST FWY
12/14/2023,PHONE,WELFARE CONCERN,LONE STAR DR
12/14/2023,SELF,TRAFFIC STOP,TOWN CENTER DR
12/14/2023,SELF,TRAFFIC STOP,N SH 6
12/14/2023,SELF,TRAFFIC STOP,E US 90A
12/14/2023,SELF,TRAFFIC STOP,N SH 6
12/14/2023,SELF,TRAFFIC STOP,S SH 6
12/14/2023,SELF,TRAFFIC STOP,N US 59
12/14/2023,PHONE,ALARM BURGLAR,LEXINGTON BLVD
12/14/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,WOOD ST/1ST ST
12/14/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,GREATWOOD PKWY
12/14/2023,PHONE,LOUD MUSIC NOISE,RANGER RUN
12/14/2023,PHONE,ALARM BURGLAR,TERSCOTT CT
12/14/2023,PHONE,RECKLESS DRIVER CONDUCT,N SOUTHWEST FWY/N SH 6
12/14/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,PARK RIVER DR/GREATWOOD PKWY
12/14/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/14/2023,SELF,TRAFFIC STOP,N SH 6
12/14/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD
12/15/2023,SELF,RECKLESS DRIVER CONDUCT,W US 90A/ELDRIDGE RD
12/15/2023,SELF,TRAFFIC STOP,W US 90A
12/15/2023,SELF,TRAFFIC STOP,N SH 6
12/15/2023,SELF,TRAFFIC STOP,STANCLIFF OAKS ST
12/15/2023,SELF,TRAFFIC STOP,UNIVERSITY BLVD
12/15/2023,PHONE,ASSIST BY LAW,S SH 6
12/15/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/15/2023,PHONE,FOLLOW UP,S SH 6
12/15/2023,SELF,TRAFFIC STOP,ELDRIDGE RD
12/15/2023,SELF,TRAFFIC STOP,DAIRY ASHFORD RD
12/15/2023,SELF,TRAFFIC STOP,ELDRIDGE RD
12/15/2023,SELF,TRAFFIC STOP,W US 90A
12/15/2023,SELF,TRAFFIC STOP,ELDRIDGE RD
12/15/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,N SH 6
12/15/2023,SELF,TRAFFIC STOP,N SH 6 FRONTAGE RD
12/15/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,N SH 6
12/15/2023,PHONE,WELFARE CONCERN,JENNY DR
12/15/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/15/2023,PHONE,ALARM BURGLAR,W AIRPORT BLVD
12/15/2023,PHONE,ALARM BURGLAR,LEXINGTON BLVD
12/15/2023,SELF,TRAFFIC STOP,W US 90A/ULRICH ST
12/15/2023,SELF,TRAFFIC STOP,DAIRY ASHFORD RD
12/15/2023,SELF,TRAFFIC STOP,W US 90A
12/15/2023,PHONE,ALARM BURGLAR,RAGUS LAKE DR
12/15/2023,SELF,TRAFFIC STOP,TARA BLVD
12/15/2023,SELF,TRAFFIC STOP,N SH 6
12/15/2023,SELF,TRAFFIC STOP,N SH 6
12/15/2023,SELF,TRAFFIC STOP,TARA PLANTATION DR
12/15/2023,SELF,TRAFFIC STOP,N SH 6
12/15/2023,SELF,TRAFFIC STOP,W US 90A
12/15/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,E US 90A
12/15/2023,PHONE,WELFARE CONCERN,LONE STAR DR
12/15/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,SWEETWATER BLVD
12/15/2023,SELF,TRAFFIC STOP,N US 59
12/15/2023,PHONE,ALARM BURGLAR,FIRST COLONY BLVD
12/15/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,ELDRIDGE RD
12/15/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,N TOWN CENTER BLVD
12/15/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,N SH 6
12/15/2023,SELF,SUSPICIOUS CIRC PERSON VEHICLE,PARKLANE BLVD
12/15/2023,SELF,TRAFFIC STOP,DAIRY ASHFORD RD
12/15/2023,SELF,TRAFFIC STOP,SETTLERS WAY BLVD
12/15/2023,SELF,TRAFFIC STOP,HOMEWARD WAY
12/15/2023,SELF,TRAFFIC STOP,DAIRY ASHFORD RD
12/15/2023,PHONE,ASSIST BY LAW,FM 2977/READING RD
12/15/2023,SELF,TRAFFIC STOP,DAIRY ASHFORD RD
12/15/2023,SELF,TRAFFIC STOP,E US 90A
12/15/2023,SELF,TRAFFIC STOP,N SOUTHWEST FWY
12/15/2023,SELF,TRAFFIC STOP,W US 90A
12/15/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/15/2023,PHONE,ALARM BURGLAR,GOLDEN POND CT
12/15/2023,PHONE,MINOR ACCIDENT,DULLES AVE
12/15/2023,SELF,TRAFFIC HAZ PROB DIRECT RELAT,N SOUTHWEST FWY
12/15/2023,SELF,FLAGDOWN,S SOUTHWEST FWY
12/15/2023,PHONE,ALARM BURGLAR,OYSTER BAY DR
12/15/2023,PHONE,SUSPICIOUS CIRC PERSON VEHICLE,E US 90A
12/15/2023,PHONE,ALARM BURGLAR,NEW TERRITORY BLVD
12/15/2023,SELF,TRAFFIC STOP,S US 59
12/15/2023,SELF,TRAFFIC STOP,ELDRIDGE RD
12/15/2023,PHONE,ALARM BURGLAR,EMERALD GLEN DR
12/15/2023,PHONE,DEATH INVESTIGATION,COMMERCE GREEN BLVD
12/15/2023,PHONE,TRAFFIC HAZ PROB DIRECT RELAT,JOURDAN WAY
12/15/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/15/2023,SELF,TRAFFIC STOP,S SH 6
12/15/2023,PHONE,ID THEFT,REBEL RIDGE DR
12/15/2023,PHONE,COMMERCIAL FIRE,PLANTERS ST
12/15/2023,SELF,TRAFFIC STOP,W AIRPORT BLVD
12/15/2023,SELF,TRAFFIC STOP,SWEETWATER BLVD
12/15/2023,W911,RECKLESS DRIVER CONDUCT,FIRST COLONY BLVD/MEADOWCROFT BLVD
12/15/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/15/2023,PHONE,ALARM BURGLAR,TERSCOTT CT
12/15/2023,SELF,TRAFFIC STOP,WILLIAMS TRACE BLVD
12/15/2023,PHONE,ALARM BURGLAR,WINSTON LN
12/15/2023,PHONE,TRAFFIC HAZ PROB DIRECT RELAT,S US 59
12/15/2023,PHONE,ACCIDENT MAJOR,N SH 6/FIRST CROSSING BLVD
12/15/2023,PHONE,TRESPASS,S SOUTHWEST FWY
12/15/2023,PHONE,TRAFFIC HAZ PROB DIRECT RELAT,S US 59
12/15/2023,PHONE,ASSAULT,S SH 6
12/15/2023,PHONE,MENTAL HEALTH CONCERN,LAKE POINTE PKWY
12/15/2023,W911,DISTURBANCE,WILLOW SPRINGS LN
12/15/2023,PHONE,THEFT,CRABB RIVER RD
12/15/2023,PHONE,ASSIST BY LAW,VICKERY DR
12/15/2023,W911,911 HANG UP,W AIRPORT BLVD
